sleep_day,awake_duration_mins,asleep_unspecified_duration_mins,asleep_core_duration_mins,asleep_rem_duration_mins,asleep_deep_duration_mins,total_sleep_duration_mins,total_time_in_bed_mins,sleep_period_start,sleep_period_end
2023-03-31,33.0,0.0,258.0,95.5,41.5,395.0,823.0,2023-04-01T00:32:31.000000+0000,2023-04-01T07:39:01.000000+0000
2023-04-01,32.0,0.0,274.5,110.0,51.5,436.0,904.0,2023-04-01T23:13:01.000000+0000,2023-04-02T06:51:31.000000+0000
2023-04-02,11.0,0.0,286.0,108.5,60.0,454.5,920.0,2023-04-02T22:06:01.000000+0000,2023-04-03T05:48:31.000000+0000
2023-04-03,6.5,0.0,318.0,121.0,47.5,486.5,979.5,2023-04-03T22:48:01.000000+0000,2023-04-04T06:50:31.000000+0000
2023-04-04,2.0,0.0,191.5,79.0,79.5,350.0,702.0,2023-04-04T23:58:17.000000+0000,2023-04-05T05:24:47.000000+0000
2023-04-05,8.5,0.0,258.5,103.5,64.5,426.5,861.5,2023-04-05T23:15:31.000000+0000,2023-04-06T06:18:01.000000+0000
2023-04-06,32.5,0.0,246.0,124.5,57.0,427.5,887.5,2023-04-06T23:29:31.000000+0000,2023-04-07T06:43:31.000000+0000
2023-04-07,11.5,0.0,286.5,99.5,49.0,435.0,881.5,2023-04-07T23:35:01.000000+0000,2023-04-08T06:47:01.000000+0000
2023-04-08,0.5,0.0,251.5,104.0,46.0,401.5,803.5,2023-04-09T00:18:38.000000+0000,2023-04-09T06:26:38.000000+0000
2023-04-09,11.0,0.0,202.5,56.5,38.5,297.5,606.0,2023-04-10T00:49:31.000000+0000,2023-04-10T05:49:31.000000+0000
2023-04-10,5.0,0.0,293.5,142.5,60.5,496.5,998.0,2023-04-10T21:39:29.000000+0000,2023-04-11T05:54:59.000000+0000
2023-04-11,11.0,0.0,263.0,106.0,50.5,419.5,850.0,2023-04-11T23:51:28.000000+0000,2023-04-12T06:55:58.000000+0000
2023-04-12,18.5,0.0,253.0,96.0,46.5,395.5,809.5,2023-04-13T00:06:49.000000+0000,2023-04-13T06:59:19.000000+0000
2023-04-13,6.5,0.0,179.5,93.5,84.0,357.0,720.5,2023-04-14T01:27:11.000000+0000,2023-04-14T07:28:11.000000+0000
2023-04-14,20.0,0.0,237.5,83.5,86.5,407.5,835.0,2023-04-14T23:55:01.000000+0000,2023-04-15T06:48:31.000000+0000
2023-04-15,5.5,0.0,262.5,125.0,65.5,453.0,911.5,2023-04-15T23:19:55.000000+0000,2023-04-16T06:44:55.000000+0000
2023-04-16,7.5,0.0,241.5,101.0,78.0,420.5,848.5,2023-04-16T22:58:02.000000+0000,2023-04-17T06:04:02.000000+0000
2023-04-17,1.5,0.0,266.5,72.5,29.5,368.5,738.5,2023-04-17T22:49:44.000000+0000,2023-04-18T04:45:44.000000+0000
2023-04-18,12.0,0.0,242.0,92.0,72.5,406.5,825.0,2023-04-18T21:52:01.000000+0000,2023-04-19T04:47:31.000000+0000
2023-04-19,1.5,0.0,225.0,145.5,70.5,441.0,883.5,2023-04-19T21:38:17.000000+0000,2023-04-20T04:57:47.000000+0000
2023-04-20,23.5,0.0,305.5,121.5,51.0,478.0,979.5,2023-04-20T20:39:33.000000+0000,2023-04-21T05:00:03.000000+0000
2023-04-21,4.5,0.0,332.0,111.5,34.5,478.0,960.5,2023-04-21T22:30:46.000000+0000,2023-04-22T06:09:46.000000+0000
2023-04-22,50.0,0.0,249.5,111.0,53.5,414.0,878.0,2023-04-22T21:25:35.000000+0000,2023-04-23T05:07:35.000000+0000
2023-04-23,1.0,0.0,239.5,113.0,40.5,393.0,787.0,2023-04-23T22:26:01.000000+0000,2023-04-24T04:36:31.000000+0000
2023-04-24,2.0,0.0,246.5,91.0,54.0,391.5,785.0,2023-04-24T21:41:51.000000+0000,2023-04-25T03:32:51.000000+0000
2023-04-25,7.5,0.0,257.5,115.5,68.5,441.5,890.5,2023-04-25T21:31:46.000000+0000,2023-04-26T03:40:46.000000+0000
2023-04-26,0.5,0.0,265.0,88.0,50.0,403.0,806.5,2023-04-26T22:22:14.000000+0000,2023-04-27T04:23:14.000000+0000
2023-04-27,8.0,0.0,271.5,83.0,39.0,393.5,795.0,2023-04-27T22:19:14.000000+0000,2023-04-28T04:11:44.000000+0000
2023-04-28,15.5,0.0,272.5,100.0,59.0,431.5,878.5,2023-04-28T21:34:04.000000+0000,2023-04-29T04:56:04.000000+0000
2023-04-29,1.0,0.0,171.5,87.5,52.5,311.5,624.0,2023-04-29T23:48:15.000000+0000,2023-04-30T04:58:15.000000+0000
2023-04-30,7.5,0.0,299.0,92.0,34.5,425.5,858.5,2023-04-30T21:56:32.000000+0000,2023-05-01T05:05:32.000000+0000
2023-05-01,4.5,0.0,249.5,97.5,51.5,398.5,801.5,2023-05-01T22:17:32.000000+0000,2023-05-02T04:58:32.000000+0000
2023-05-02,6.0,0.0,243.5,89.5,68.0,401.0,808.0,2023-05-02T22:09:17.000000+0000,2023-05-03T04:54:17.000000+0000
2023-05-03,8.0,0.0,241.5,88.5,55.0,385.0,778.0,2023-05-03T22:27:17.000000+0000,2023-05-04T04:53:17.000000+0000
2023-05-04,14.0,0.0,299.0,91.5,57.5,448.0,910.0,2023-05-04T21:15:50.000000+0000,2023-05-05T04:57:20.000000+0000
2023-05-05,5.0,0.0,279.0,97.0,71.5,447.5,900.0,2023-05-05T21:28:01.000000+0000,2023-05-06T04:59:01.000000+0000
2023-05-06,13.0,0.0,279.5,109.5,49.5,438.5,890.0,2023-05-06T21:29:44.000000+0000,2023-05-07T04:59:14.000000+0000
2023-05-07,19.5,0.0,329.5,95.0,43.0,467.5,954.5,2023-05-07T20:41:46.000000+0000,2023-05-08T04:17:46.000000+0000
2023-05-08,1.5,0.0,297.0,117.0,34.5,448.5,898.5,2023-05-08T21:33:56.000000+0000,2023-05-09T19:58:08.000000+0000
2023-05-09,68.5,0.0,307.0,126.5,38.0,471.5,1011.5,2023-05-09T20:01:08.000000+0000,2023-05-10T04:52:08.000000+0000
2023-05-10,7.0,0.0,244.0,100.5,71.5,416.0,839.0,2023-05-10T21:31:27.000000+0000,2023-05-11T04:04:27.000000+0000
2023-05-11,4.0,0.0,235.0,116.5,70.5,422.0,848.0,2023-05-11T21:32:59.000000+0000,2023-05-12T04:32:59.000000+0000
2023-05-12,23.5,0.0,264.5,139.5,71.0,475.0,973.5,2023-05-12T20:47:02.000000+0000,2023-05-13T05:04:32.000000+0000
2023-05-13,29.0,0.0,307.0,54.5,45.5,407.0,843.0,2023-05-13T21:42:41.000000+0000,2023-05-14T04:47:11.000000+0000
2023-05-14,22.0,0.0,287.0,100.5,52.0,439.5,901.0,2023-05-14T21:29:03.000000+0000,2023-05-15T05:03:33.000000+0000
2023-05-15,5.0,0.0,260.0,128.0,69.5,457.5,920.0,2023-05-15T21:14:31.000000+0000,2023-05-16T04:31:31.000000+0000
2023-05-16,9.0,0.0,261.5,96.5,41.5,399.5,808.0,2023-05-16T22:12:18.000000+0000,2023-05-17T04:58:18.000000+0000
2023-05-17,4.5,0.0,261.5,119.5,70.5,451.5,907.5,2023-05-17T21:22:59.000000+0000,2023-05-18T04:56:59.000000+0000
2023-05-18,5.5,0.0,276.5,100.0,47.0,423.5,852.5,2023-05-18T21:29:52.000000+0000,2023-05-19T04:37:22.000000+0000
2023-05-19,0.5,0.0,238.0,103.0,88.0,429.0,858.5,2023-05-19T21:51:24.000000+0000,2023-05-20T04:32:24.000000+0000
2023-05-20,3.5,0.0,358.5,124.5,46.5,529.5,1062.5,2023-05-20T21:29:49.000000+0000,2023-05-21T06:11:19.000000+0000
2023-05-21,4.0,0.0,287.5,66.5,45.0,399.0,802.0,2023-05-21T22:18:31.000000+0000,2023-05-22T04:13:31.000000+0000
2023-05-22,7.0,0.0,304.5,105.0,63.5,473.0,953.0,2023-05-22T21:01:06.000000+0000,2023-05-23T05:00:06.000000+0000
2023-05-23,3.0,0.0,264.5,95.5,71.0,431.0,865.0,2023-05-23T21:31:31.000000+0000,2023-05-24T04:00:01.000000+0000
2023-05-24,4.0,0.0,269.0,134.5,62.0,465.5,935.0,2023-05-24T21:11:04.000000+0000,2023-05-25T04:48:04.000000+0000
2023-05-25,2.5,0.0,316.5,86.5,67.0,470.0,942.5,2023-05-25T21:17:02.000000+0000,2023-05-26T05:08:32.000000+0000
2023-05-26,5.5,0.0,269.5,91.5,66.5,427.5,860.5,2023-05-27T00:11:01.000000+0000,2023-05-27T06:49:31.000000+0000
2023-05-27,2.5,0.0,283.5,75.0,39.5,398.0,798.5,2023-05-27T22:29:34.000000+0000,2023-05-28T04:40:04.000000+0000
2023-05-28,7.0,0.0,269.5,103.0,53.0,425.5,858.0,2023-05-28T21:37:02.000000+0000,2023-05-29T04:34:32.000000+0000
2023-05-29,5.5,0.0,279.5,114.5,48.5,442.5,890.5,2023-05-29T21:42:01.000000+0000,2023-05-30T05:04:01.000000+0000
2023-05-30,7.0,0.0,246.5,75.0,78.5,400.0,807.0,2023-05-30T22:08:59.000000+0000,2023-05-31T04:55:29.000000+0000
2023-05-31,10.5,0.0,291.0,112.5,52.0,455.5,921.5,2023-05-31T21:14:44.000000+0000,2023-06-01T04:51:14.000000+0000
2023-06-01,15.5,0.0,332.0,112.5,49.5,494.0,1003.5,2023-06-01T20:31:48.000000+0000,2023-06-02T04:57:48.000000+0000
2023-06-02,4.5,0.0,267.5,131.0,91.0,489.5,983.5,2023-06-02T21:05:32.000000+0000,2023-06-03T05:17:02.000000+0000
2023-06-03,103.0,0.0,219.5,70.5,43.5,333.5,770.0,2023-06-03T21:54:04.000000+0000,2023-06-04T04:59:04.000000+0000
2023-06-04,2.0,0.0,277.5,87.0,61.5,426.0,854.0,2023-06-04T21:53:35.000000+0000,2023-06-05T04:37:35.000000+0000
2023-06-05,8.5,0.0,327.0,82.5,32.5,442.0,892.5,2023-06-05T21:30:33.000000+0000,2023-06-06T04:58:33.000000+0000
2023-06-06,6.5,0.0,242.0,76.0,43.0,361.0,728.5,2023-06-06T22:55:54.000000+0000,2023-06-07T05:00:24.000000+0000
2023-06-07,3.5,0.0,278.0,76.5,56.0,410.5,824.5,2023-06-07T22:06:53.000000+0000,2023-06-08T04:59:23.000000+0000
2023-06-08,3.0,0.0,258.5,100.5,61.0,420.0,843.0,2023-06-08T21:58:01.000000+0000,2023-06-09T04:38:01.000000+0000
2023-06-09,1.5,0.0,254.0,104.5,70.5,429.0,859.5,2023-06-09T21:51:02.000000+0000,2023-06-10T04:13:02.000000+0000
2023-06-10,9.5,0.0,210.0,61.0,57.5,328.5,666.5,2023-06-10T23:23:16.000000+0000,2023-06-11T04:09:46.000000+0000
2023-06-11,5.0,0.0,304.0,113.0,60.0,477.0,959.0,2023-06-11T21:08:06.000000+0000,2023-06-12T05:07:36.000000+0000
2023-06-12,6.0,0.0,220.5,111.0,60.0,391.5,789.0,2023-06-12T22:23:04.000000+0000,2023-06-13T04:50:34.000000+0000
2023-06-13,7.5,0.0,279.5,100.5,53.5,433.5,874.5,2023-06-13T21:36:32.000000+0000,2023-06-14T04:50:02.000000+0000
2023-06-14,4.5,0.0,223.5,119.5,48.0,391.0,786.5,2023-06-14T22:25:00.000000+0000,2023-06-15T04:58:00.000000+0000
2023-06-15,5.5,0.0,290.0,91.5,66.5,448.0,901.5,2023-06-15T21:27:32.000000+0000,2023-06-16T04:48:02.000000+0000
2023-06-16,9.5,0.0,312.0,93.5,29.0,434.5,878.5,2023-06-16T21:48:18.000000+0000,2023-06-17T05:07:18.000000+0000
2023-06-17,44.0,0.0,303.5,92.5,58.5,454.5,953.0,2023-06-17T20:43:02.000000+0000,2023-06-18T04:41:02.000000+0000
2023-06-18,7.0,0.0,293.0,114.0,51.0,458.0,923.0,2023-06-18T21:16:08.000000+0000,2023-06-19T05:00:08.000000+0000
2023-06-19,4.0,0.0,279.5,97.0,24.5,401.0,806.0,2023-06-19T22:15:59.000000+0000,2023-06-20T04:59:59.000000+0000
2023-06-20,4.0,0.0,283.0,89.0,40.0,412.0,828.0,2023-06-20T22:05:02.000000+0000,2023-06-21T04:59:02.000000+0000
2023-06-21,6.0,0.0,268.5,102.5,37.5,408.5,823.0,2023-06-21T22:06:30.000000+0000,2023-06-22T04:54:00.000000+0000
2023-06-22,8.0,0.0,288.5,82.0,67.0,437.5,883.0,2023-06-22T21:41:31.000000+0000,2023-06-23T04:31:01.000000+0000
2023-06-24,31.5,0.0,330.5,92.0,57.0,479.5,990.5,2023-06-24T20:33:02.000000+0000,2023-06-25T05:03:02.000000+0000
2023-06-25,14.0,0.0,202.0,105.5,55.0,362.5,739.0,2023-06-25T22:45:13.000000+0000,2023-06-26T04:53:43.000000+0000
2023-06-26,12.0,0.0,288.5,106.0,53.5,448.0,908.0,2023-06-26T21:39:55.000000+0000,2023-06-27T05:17:55.000000+0000
2023-06-27,6.5,0.0,210.5,111.0,72.5,394.0,794.5,2023-06-27T22:20:08.000000+0000,2023-06-28T04:44:38.000000+0000
2023-06-28,4.5,0.0,268.5,106.5,67.5,442.5,889.5,2023-06-28T21:34:02.000000+0000,2023-06-29T05:00:02.000000+0000
2023-06-29,18.0,0.0,255.5,104.5,46.5,406.5,831.0,2023-06-29T21:56:04.000000+0000,2023-06-30T04:57:34.000000+0000
2023-06-30,65.0,0.0,315.0,93.0,50.0,458.0,981.0,2023-06-30T20:38:33.000000+0000,2023-07-01T04:40:03.000000+0000
2023-07-01,61.0,0.0,238.5,115.5,55.5,409.5,880.0,2023-07-01T21:09:10.000000+0000,2023-07-02T04:38:40.000000+0000
2023-07-02,12.0,0.0,272.5,66.5,76.0,415.0,842.0,2023-07-02T21:54:10.000000+0000,2023-07-03T05:00:10.000000+0000
2023-07-03,6.0,0.0,266.0,74.5,34.5,375.0,756.0,2023-07-03T22:38:25.000000+0000,2023-07-04T04:56:25.000000+0000
2023-07-04,4.5,0.0,263.0,77.5,40.0,380.5,765.5,2023-07-04T22:36:21.000000+0000,2023-07-05T04:43:21.000000+0000
2023-07-05,18.5,0.0,251.5,112.0,51.5,415.0,848.5,2023-07-05T21:57:52.000000+0000,2023-07-06T05:09:22.000000+0000
2023-07-06,64.0,0.0,273.5,105.5,49.0,428.0,920.0,2023-07-06T20:49:06.000000+0000,2023-07-07T04:07:06.000000+0000
2023-07-07,11.0,0.0,265.0,97.0,68.5,430.5,872.0,2023-07-07T21:39:29.000000+0000,2023-07-08T04:59:59.000000+0000
2023-07-09,16.0,0.0,290.0,89.5,47.5,427.0,870.0,2023-07-09T21:47:55.000000+0000,2023-07-10T05:03:25.000000+0000
2023-07-10,6.0,0.0,206.0,98.5,46.0,350.5,707.0,2023-07-10T23:14:32.000000+0000,2023-07-11T05:08:32.000000+0000
2023-07-11,4.0,0.0,290.5,96.0,60.0,446.5,897.0,2023-07-11T21:50:59.000000+0000,2023-07-12T04:43:29.000000+0000
2023-07-12,9.5,0.0,297.0,91.0,40.5,428.5,866.5,2023-07-12T21:43:02.000000+0000,2023-07-13T04:45:32.000000+0000
2023-07-13,4.5,0.0,310.5,103.0,63.0,476.5,957.5,2023-07-13T21:00:32.000000+0000,2023-07-14T04:57:02.000000+0000
2023-07-14,11.0,0.0,314.0,93.5,53.5,461.0,933.0,2023-07-14T21:18:14.000000+0000,2023-07-15T05:03:14.000000+0000
2023-07-16,12.0,0.0,310.5,95.5,35.0,441.0,894.0,2023-07-16T21:26:36.000000+0000,2023-07-17T04:52:36.000000+0000
2023-07-17,6.0,0.0,309.0,69.5,19.5,398.0,802.0,2023-07-17T21:39:45.000000+0000,2023-07-18T04:20:45.000000+0000
2023-07-18,10.0,0.0,290.5,112.0,36.5,439.0,888.0,2023-07-18T21:30:46.000000+0000,2023-07-19T04:58:46.000000+0000
2023-07-19,3.0,0.0,246.5,60.0,128.0,434.5,872.0,2023-07-19T21:44:41.000000+0000,2023-07-20T04:57:41.000000+0000
2023-07-20,28.5,0.0,306.0,122.0,66.0,494.0,1016.5,2023-07-20T20:22:32.000000+0000,2023-07-21T05:03:32.000000+0000
2023-07-21,7.5,0.0,272.5,75.5,40.5,388.5,784.5,2023-07-21T22:36:06.000000+0000,2023-07-22T05:04:06.000000+0000
2023-07-22,3.5,0.0,258.0,81.5,46.5,386.0,775.5,2023-07-22T22:31:03.000000+0000,2023-07-23T03:54:33.000000+0000
2023-07-23,15.5,0.0,311.5,115.5,49.5,476.5,968.5,2023-07-23T20:50:14.000000+0000,2023-07-24T04:43:44.000000+0000
2023-07-24,3.5,0.0,326.0,83.5,56.5,466.0,935.5,2023-07-24T20:56:51.000000+0000,2023-07-25T04:42:51.000000+0000
2023-07-25,7.5,0.0,317.0,85.0,31.0,433.0,873.5,2023-07-25T21:40:06.000000+0000,2023-07-26T04:57:36.000000+0000
2023-07-26,8.0,0.0,337.0,108.0,60.0,505.0,1018.0,2023-07-26T20:28:29.000000+0000,2023-07-27T04:23:59.000000+0000
2023-07-27,26.5,0.0,329.0,97.0,48.5,474.5,975.5,2023-07-27T20:35:02.000000+0000,2023-07-28T04:54:02.000000+0000
2023-07-28,12.5,0.0,255.0,109.5,78.5,443.0,898.5,2023-07-28T21:25:23.000000+0000,2023-07-29T04:59:23.000000+0000
2023-07-29,5.0,0.0,305.5,69.5,58.5,433.5,872.0,2023-07-29T21:42:32.000000+0000,2023-07-30T04:55:32.000000+0000
2023-07-30,10.0,0.0,325.5,91.5,31.0,448.0,906.0,2023-07-30T21:28:16.000000+0000,2023-07-31T05:02:46.000000+0000
2023-07-31,9.0,0.0,216.5,93.0,44.5,354.0,717.0,2023-07-31T23:00:59.000000+0000,2023-08-01T04:39:59.000000+0000
2023-08-01,15.5,0.0,314.5,104.0,59.0,477.5,970.5,2023-08-01T20:47:02.000000+0000,2023-08-02T04:49:32.000000+0000
2023-08-02,10.0,0.0,307.0,81.0,54.5,442.5,895.0,2023-08-02T21:06:10.000000+0000,2023-08-03T04:20:40.000000+0000
2023-08-03,3.0,0.0,222.5,83.5,91.0,397.0,797.0,2023-08-03T22:19:17.000000+0000,2023-08-04T04:53:47.000000+0000
2023-08-04,6.5,0.0,276.0,104.0,53.0,433.0,872.5,2023-08-04T22:46:31.000000+0000,2023-08-05T05:57:01.000000+0000
2023-08-05,3.5,0.0,258.5,79.0,49.5,387.0,777.5,2023-08-05T22:29:16.000000+0000,2023-08-06T04:48:16.000000+0000
2023-08-06,91.5,0.0,133.0,56.5,40.5,230.0,551.5,2023-08-06T23:39:38.000000+0000,2023-08-07T04:58:38.000000+0000
2023-08-07,0.0,0.0,208.5,86.5,49.0,344.0,688.0,2023-08-07T23:17:24.000000+0000,2023-08-08T04:24:24.000000+0000
2023-08-08,0.5,0.0,105.0,57.0,91.0,253.0,506.5,2023-08-09T00:48:03.000000+0000,2023-08-09T04:51:33.000000+0000
2023-08-09,12.5,0.0,356.0,123.0,84.5,563.5,1139.5,2023-08-09T20:55:26.000000+0000,2023-08-10T05:51:26.000000+0000
2023-08-10,5.0,0.0,156.5,49.5,51.0,257.0,519.0,2023-08-11T00:39:32.000000+0000,2023-08-11T04:30:32.000000+0000
2023-08-11,6.5,0.0,157.5,51.0,35.0,243.5,493.5,2023-08-12T00:53:00.000000+0000,2023-08-12T05:01:00.000000+0000
2023-08-12,2.0,0.0,236.5,81.5,58.5,376.5,755.0,2023-08-12T22:42:30.000000+0000,2023-08-13T04:55:30.000000+0000
2023-08-13,2.5,0.0,196.5,62.0,97.0,355.5,713.5,2023-08-13T21:36:31.000000+0000,2023-08-14T03:33:31.000000+0000
2023-08-14,4.5,0.0,168.5,24.5,35.5,228.5,461.5,2023-08-15T02:13:05.000000+0000,2023-08-15T06:05:35.000000+0000
2023-08-15,7.5,0.0,271.5,99.0,47.5,418.0,843.5,2023-08-15T21:59:24.000000+0000,2023-08-16T05:01:54.000000+0000
2023-08-16,7.5,0.0,148.5,77.5,42.0,268.0,543.5,2023-08-17T00:26:59.000000+0000,2023-08-17T05:00:59.000000+0000
2023-08-17,8.0,0.0,255.0,106.5,62.5,424.0,856.0,2023-08-17T21:54:51.000000+0000,2023-08-18T05:05:51.000000+0000
2023-08-18,3.5,0.0,264.0,92.0,55.0,411.0,825.5,2023-08-18T22:19:11.000000+0000,2023-08-19T05:05:41.000000+0000
2023-08-19,9.5,0.0,261.0,101.0,69.0,431.0,871.5,2023-08-19T23:08:32.000000+0000,2023-08-20T06:26:32.000000+0000
2023-08-20,2.0,0.0,224.5,105.0,42.5,372.0,746.0,2023-08-20T23:54:52.000000+0000,2023-08-21T06:01:22.000000+0000
2023-08-21,2.5,0.0,270.5,100.5,65.0,436.0,874.5,2023-08-21T22:22:11.000000+0000,2023-08-22T05:38:41.000000+0000
2023-08-22,1.0,0.0,209.5,50.0,53.0,312.5,626.0,2023-08-22T23:47:49.000000+0000,2023-08-23T04:21:19.000000+0000
2023-08-23,4.0,138.5,0.0,0.0,0.0,138.5,281.0,2023-08-23T22:29:32.000000+0000,2023-08-24T00:40:02.000000+0000
2023-08-24,9.5,0.0,278.5,100.5,68.0,447.0,903.5,2023-08-24T22:17:32.000000+0000,2023-08-25T05:51:32.000000+0000
2023-08-25,104.5,0.0,240.0,100.0,82.0,422.0,948.5,2023-08-25T23:47:54.000000+0000,2023-08-26T08:29:24.000000+0000
2023-08-26,3.5,0.0,128.5,86.0,79.5,294.0,591.5,2023-08-27T00:02:48.000000+0000,2023-08-27T04:59:18.000000+0000
2023-08-27,1.0,0.0,193.5,82.5,54.0,330.0,661.0,2023-08-27T23:28:56.000000+0000,2023-08-28T04:30:26.000000+0000
2023-08-28,0.0,0.0,205.0,92.5,68.5,366.0,732.0,2023-08-28T22:53:31.000000+0000,2023-08-29T04:43:31.000000+0000
2023-08-29,5.0,0.0,309.5,74.5,66.0,450.0,905.0,2023-08-29T21:42:09.000000+0000,2023-08-30T05:11:09.000000+0000
2023-08-30,13.0,0.0,297.0,122.0,69.5,488.5,990.0,2023-08-30T20:48:51.000000+0000,2023-08-31T05:02:51.000000+0000
2023-08-31,4.5,0.0,233.0,133.0,65.0,431.0,866.5,2023-08-31T21:46:32.000000+0000,2023-09-01T04:59:32.000000+0000
2023-09-01,1.5,0.0,194.5,87.0,69.0,350.5,702.5,2023-09-01T23:09:02.000000+0000,2023-09-02T04:37:02.000000+0000
2023-09-03,5.5,0.0,254.0,81.5,67.5,403.0,811.5,2023-09-03T22:16:32.000000+0000,2023-09-04T05:01:32.000000+0000
2023-09-04,2.5,0.0,253.0,103.5,71.5,428.0,858.5,2023-09-04T21:59:36.000000+0000,2023-09-05T05:01:06.000000+0000
2023-09-05,6.0,0.0,238.0,75.0,57.5,370.5,747.0,2023-09-05T22:44:17.000000+0000,2023-09-06T04:24:47.000000+0000
2023-09-06,77.5,0.0,294.5,90.5,48.5,433.5,944.5,2023-09-06T20:31:32.000000+0000,2023-09-07T04:18:32.000000+0000
2023-09-07,5.5,0.0,251.0,112.0,55.5,418.5,842.5,2023-09-07T21:42:22.000000+0000,2023-09-08T04:42:22.000000+0000
2023-09-08,47.5,0.0,291.5,125.0,51.5,468.0,983.5,2023-09-08T20:25:32.000000+0000,2023-09-09T04:58:32.000000+0000
2023-09-09,8.0,0.0,235.0,57.0,92.0,384.0,776.0,2023-09-09T22:28:31.000000+0000,2023-09-10T04:56:31.000000+0000
2023-09-10,13.5,0.0,299.0,85.5,46.5,431.0,875.5,2023-09-10T21:22:11.000000+0000,2023-09-11T04:33:11.000000+0000
2023-09-11,4.0,0.0,279.5,88.5,43.0,411.0,826.0,2023-09-11T22:10:26.000000+0000,2023-09-12T05:03:26.000000+0000
2023-09-12,3.5,0.0,205.5,96.0,86.5,388.0,779.5,2023-09-12T21:49:02.000000+0000,2023-09-13T04:13:02.000000+0000
2023-09-13,35.0,0.0,237.0,72.5,60.5,370.0,775.0,2023-09-13T21:23:02.000000+0000,2023-09-14T04:06:32.000000+0000
2023-09-14,0.0,0.0,144.0,87.0,72.0,303.0,606.0,2023-09-15T00:06:41.000000+0000,2023-09-15T05:01:41.000000+0000
2023-09-16,5.0,0.0,247.0,100.0,68.0,415.0,835.0,2023-09-16T22:50:46.000000+0000,2023-09-17T05:41:46.000000+0000
2023-09-17,53.5,0.0,274.0,124.0,70.5,468.5,1025.5,2023-09-17T20:30:46.000000+0000,2023-09-18T19:54:19.000000+0000
2023-09-18,16.0,0.0,286.5,137.5,72.5,496.5,974.0,2023-09-18T20:11:19.000000+0000,2023-09-19T04:35:49.000000+0000
2023-09-19,25.5,0.0,276.0,112.5,66.5,455.0,935.5,2023-09-19T20:59:56.000000+0000,2023-09-20T04:24:56.000000+0000
2023-09-20,3.5,0.0,167.0,74.5,53.0,294.5,592.5,2023-09-21T00:03:32.000000+0000,2023-09-21T05:00:32.000000+0000
2023-09-21,4.5,0.0,296.5,118.5,65.5,480.5,965.5,2023-09-21T20:55:44.000000+0000,2023-09-22T04:21:44.000000+0000
2023-09-22,4.0,0.0,220.0,105.5,62.0,387.5,779.0,2023-09-23T00:26:40.000000+0000,2023-09-23T06:13:10.000000+0000
2023-09-23,3.0,0.0,306.5,133.0,73.0,512.5,1028.0,2023-09-23T22:18:51.000000+0000,2023-09-24T06:47:51.000000+0000
2023-09-24,4.0,0.0,180.5,55.5,64.5,300.5,605.0,2023-09-24T23:57:02.000000+0000,2023-09-25T05:00:32.000000+0000
2023-09-25,1.5,0.0,249.5,85.0,43.5,378.0,757.5,2023-09-25T22:17:01.000000+0000,2023-09-26T04:19:31.000000+0000
2023-09-26,0.5,0.0,177.5,61.0,59.5,298.0,596.5,2023-09-26T23:07:34.000000+0000,2023-09-27T03:31:34.000000+0000
2023-09-27,4.5,0.0,208.5,63.5,63.0,335.0,674.5,2023-09-27T21:36:06.000000+0000,2023-09-28T03:12:36.000000+0000
2023-09-30,0.0,0.0,122.5,82.0,67.5,272.0,544.0,2023-10-01T00:36:27.000000+0000,2023-10-01T19:56:33.000000+0000
2023-10-01,4.5,0.0,318.0,137.0,61.5,516.5,1037.5,2023-10-01T20:05:33.000000+0000,2023-10-02T04:21:03.000000+0000
2023-10-02,1.0,0.0,301.5,140.0,78.0,519.5,1040.0,2023-10-02T20:17:38.000000+0000,2023-10-03T04:19:38.000000+0000
2023-10-04,57.5,0.0,328.0,73.0,37.5,438.5,934.5,2023-10-04T20:09:01.000000+0000,2023-10-05T04:23:31.000000+0000
2023-10-05,5.5,0.0,305.5,98.0,42.5,446.0,897.5,2023-10-05T21:29:39.000000+0000,2023-10-06T04:59:09.000000+0000
